STABR,FSCSKEY,FSCS_SEQ,C_FSCS,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_OUT_TY,SQ_FEET,F_SQ_FT,L_NUM_BM,HOURS,F_HOURS,WKS_OPEN,F_WKSOPN,YR_SUB,OBEREG,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,CNTYPOP,LOCALE,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,GEOSTATUS,GEOSCORE,GEOMTYPE
CA,CA0062,007,Y,M658,AGOURA HILLS LIBRARY,29901 LADYFACE COURT,AGOURA HILLS,91301,M,LOS ANGELES,8188892278,BR,17722,R_23,0,2046,R_23,51,R_23,2024,08,00,00,00,-118.7749388,34.144722,9663345,41,06037800335,060378003353005,0626,31080,0,E,100,STREETADDRESS
CA,CA0062,008,Y,M658,LITTLEROCK LIBRARY,35119 80TH STREET EAST,LITTLEROCK,93543,3214,LOS ANGELES,6619444138,BR,3680,R_23,0,2784,R_23,50,R_23,2024,08,00,00,00,-117.9881175,34.519876,9663345,41,06037911001,060379110013058,0627,31080,0,E,100,POINTADDRESS
CA,CA0062,009,Y,M658,MALIBU LIBRARY,23519 WEST CIVIC CENTER WAY,MALIBU,90265,4804,LOS ANGELES,3104566438,BR,16530,R_23,0,2984,R_23,50,R_23,2024,08,00,00,00,-118.6885097,34.0364647,9663345,21,06037800504,060378005041014,0632,31080,0,E,99.04,STREETADDRESS
CA,CA0062,012,Y,M658,QUARTZ HILL LIBRARY,42018 N. 50TH ST. W.,QUARTZ HILL,93536,M,LOS ANGELES,6619432454,BR,12514,R_23,0,2774,R_23,50,R_23,2024,08,00,00,00,-118.2184025,34.646198,9663345,21,06037901102,060379011022013,0627,31080,0,E,94.07,POINTADDRESS
CA,CA0062,013,Y,M658,SAN FERNANDO LIBRARY,217 N. MACLAY AVE.,SAN FERNANDO,91340,2908,LOS ANGELES,8183656928,BR,10201,R_23,0,2046,R_23,51,R_23,2024,08,00,00,00,-118.4385919,34.2853053,9663345,21,06037320201,060373202013010,0629,31080,0,E,100,POINTADDRESS
CA,CA0062,016,Y,M658,AVALON LIBRARY,215 SUMNER AVE.,AVALON,90704,2873,LOS ANGELES,3105101050,BR,1256,R_23,0,2045,R_23,51,R_23,2024,08,00,00,00,-118.3269385,33.3429204,9663345,32,06037599000,060375990002007,0642,31080,0,E,100,POINTADDRESS
CA,CA0062,017,Y,M658,CARSON LIBRARY,151 EAST CARSON ST.,CARSON,90745,2703,LOS ANGELES,3108300901,BR,33112,R_23,0,1974,R_23,49,R_23,2024,08,00,00,00,-118.276323,33.8317075,9663345,13,06037543801,060375438013002,0644,31080,0,E,100,POINTADDRESS
CA,CA0062,018,Y,M658,COMPTON LIBRARY,240 WEST COMPTON BLVD.,COMPTON,90220,3109,LOS ANGELES,3106370202,BR,20542,R_23,0,1998,R_23,50,R_23,2024,08,00,00,00,-118.225854,33.8959525,9663345,21,06037542502,060375425022000,0643,31080,0,E,100,POINTADDRESS
CA,CA0062,020,Y,M658,EAST RANCHO DOMINGUEZ LIBRARY,4205 EAST COMPTON BLVD.,EAST RANCHO DOMINGUE,90221,3664,LOS ANGELES,3106326193,BR,7215,R_23,0,2782,R_23,50,R_23,2024,08,00,00,00,-118.197607,33.8961475,9663345,21,06037542103,060375421033024,0643,31080,0,E,99.64,POINTADDRESS
CA,CA0062,021,Y,M658,GARDENA MAYME DEAR LIBRARY,1731 WEST GARDENA BLVD.,GARDENA,90247,4726,LOS ANGELES,3103236363,BR,14122,R_23,0,2038,R_23,51,R_23,2024,08,00,00,00,-118.307584,33.8819775,9663345,13,06037603301,060376033013004,0643,31080,0,E,100,POINTADDRESS
CA,CA0062,022,Y,M658,HERMOSA BEACH LIBRARY,550 PIER AVE.,HERMOSA BEACH,90254,3836,LOS ANGELES,3103798475,BR,6496,R_23,0,2046,R_23,51,R_23,2024,08,00,00,00,-118.3956356,33.8645179,9663345,21,06037621104,060376211044000,0636,31080,0,E,100,POINTADDRESS
CA,CA0062,023,Y,M658,LAWNDALE LIBRARY,14615 BURIN AVE.,LAWNDALE,90260,1431,LOS ANGELES,3106760177,BR,17360,R_23,0,2046,R_23,51,R_23,2024,08,00,00,00,-118.3538775,33.898573,9663345,21,06037603901,060376039012018,0643,31080,0,E,100,POINTADDRESS
CA,CA0062,024,Y,M658,LOMITA LIBRARY,24200 NARBONNE AVE.,LOMITA,90717,1129,LOS ANGELES,3105394515,BR,8024,R_23,0,2046,R_23,51,R_23,2024,08,00,00,00,-118.3198725,33.805175,9663345,21,06037670001,060376700012000,0636,31080,0,E,100,POINTADDRESS
CA,CA0062,025,Y,M658,MANHATTAN BEACH LIBRARY,1320 HIGHLAND AVE.,MANHATTAN BEACH,90266,4720,LOS ANGELES,3105458595,BR,21500,R_23,0,2890,R_23,50,R_23,2024,08,00,00,00,-118.4106026,33.8867467,9663345,21,06037620305,060376203056014,0636,31080,0,E,100,POINTADDRESS
CA,CA0062,028,Y,M658,"DR. MARTIN LUTHER KING, JR. LIBRARY",17906 SOUTH AVALON BLVD.,CARSON,90746,1542,LOS ANGELES,3103274830,BR,5024,R_23,0,2046,R_23,51,R_23,2024,08,00,00,00,-118.2659925,33.867668,9663345,13,06037543321,060375433213016,0644,31080,0,E,99.04,POINTADDRESS
CA,CA0062,030,Y,M658,WILLOWBROOK LIBRARY,11737 WILMINGTON AVE.,LOS ANGELES,90059,2542,LOS ANGELES,3235645698,BR,7797,R_23,0,2775,R_23,50,R_23,2024,08,00,00,00,-118.2391075,33.926409,9663345,21,06037540700,060375407001004,0643,31080,0,E,100,POINTADDRESS
CA,CA0062,031,Y,M658,BELL LIBRARY,4411 EAST GAGE AVE.,BELL,90201,1216,LOS ANGELES,3235602149,BR,4863,R_23,0,2009,R_23,50,R_23,2024,08,00,00,00,-118.1886748,33.9782577,9663345,21,06037533601,060375336013010,0642,31080,0,E,100,STREETADDRESS
CA,CA0062,032,Y,M658,BELL GARDENS LIBRARY,7110 S. GARFIELD AVE.,BELL GARDENS,90201,3244,LOS ANGELES,5629271309,BR,5119,R_23,0,2045,R_23,51,R_23,2024,08,00,00,00,-118.1502089,33.9676695,9663345,21,06037534001,060375340012002,0642,31080,0,E,99.04,STREETADDRESS
CA,CA0062,033,Y,M658,CUDAHY LIBRARY,5218 SANTA ANA ST.,CUDAHY,90201,6024,LOS ANGELES,3237711345,BR,4396,R_23,0,2041,R_23,51,R_23,2024,08,00,00,00,-118.174623,33.9596527,9663345,21,06037534302,060375343021009,0642,31080,0,E,100,POINTADDRESS
CA,CA0062,034,Y,M658,CULVER CITY JULIAN DIXON LIBRARY,4975 OVERLAND AVE.,CULVER CITY,90230,4202,LOS ANGELES,3105591676,BR,21406,R_23,0,2037,R_23,51,R_23,2024,08,00,00,00,-118.3967515,34.0077945,9663345,21,06037702700,060377027001011,0637,31080,0,E,100,POINTADDRESS
CA,CA0062,035,Y,M658,FLORENCE LIBRARY,1610 EAST FLORENCE AVE.,LOS ANGELES,90001,2522,LOS ANGELES,3235818028,BR,7970,R_23,0,2784,R_23,50,R_23,2024,08,00,00,00,-118.2452201,33.9747209,9663345,21,06037535002,060375350021001,0642,31080,0,E,100,POINTADDRESS
CA,CA0062,036,Y,M658,GRAHAM LIBRARY,1900 EAST FIRESTONE BLVD.,LOS ANGELES,90001,4126,LOS ANGELES,3235822903,BR,5125,R_23,0,2776,R_23,50,R_23,2024,08,00,00,00,-118.23833,33.9601125,9663345,21,06037535300,060375353002008,0642,31080,0,E,99.04,POINTADDRESS
CA,CA0062,037,Y,M658,HAWTHORNE LIBRARY,12700 GREVILLEA AVE.,HAWTHORNE,90250,4310,LOS ANGELES,3106798193,BR,16949,R_23,0,1966,R_23,49,R_23,2024,08,00,00,00,-118.3547525,33.917213,9663345,21,06037602106,060376021062010,0643,31080,0,E,100,POINTADDRESS
CA,CA0062,039,Y,M658,HUNTINGTON PARK LIBRARY,6518 MILES AVE.,HUNTINGTON PARK,90255,4318,LOS ANGELES,3235831461,BR,33482,R_23,0,2046,R_23,51,R_23,2024,08,00,00,00,-118.2190892,33.9803386,9663345,21,06037532606,060375326063000,0642,31080,0,E,100,POINTADDRESS
CA,CA0062,040,Y,M658,LENNOX LIBRARY,4359 LENNOX BLVD,LENNOX,90304,2306,LOS ANGELES,3106740385,BR,10826,R_23,0,2784,R_23,50,R_23,2024,08,00,00,00,-118.3522222,33.9382146,9663345,21,06037601802,060376018022002,0643,31080,0,E,100,POINTADDRESS
CA,CA0062,041,Y,M658,LLOYD TABER-MARINA DEL REY LIBRARY,4533 ADMIRALTY WAY,MARINA DEL REY,90292,5416,LOS ANGELES,3108213415,BR,7443,R_23,0,2784,R_23,50,R_23,2024,08,00,00,00,-118.4442325,33.9833037,9663345,21,06037702900,060377029004007,0636,31080,0,E,100,STREETADDRESS
CA,CA0062,042,Y,M658,MAYWOOD CESAR CHAVEZ LIBRARY,4323 EAST SLAUSON AVE.,MAYWOOD,90270,2837,LOS ANGELES,3237718600,BR,3362,R_23,0,2038,R_23,51,R_23,2024,08,00,00,00,-118.1891361,33.9875619,9663345,21,06037533403,060375334031012,0642,31080,0,E,100,STREETADDRESS
CA,CA0062,043,Y,M658,WEST HOLLYWOOD LIBRARY,625 NORTH SAN VICENTE BLVD.,WEST HOLLYWOOD,90069,5018,LOS ANGELES,3106525340,BR,33150,R_23,0,2599,R_23,50,R_23,2024,08,00,00,00,-118.3835916,34.0818808,9663345,21,06037700400,060377004003010,0630,31080,0,E,100,STREETADDRESS
CA,CA0062,044,Y,M658,VIEW PARK BEBE MOORE CAMPBELL LIBRARY,3854 WEST 54TH ST.,LOS ANGELES,90043,2239,LOS ANGELES,3232935371,BR,6983,R_23,0,2780,R_23,50,R_23,2024,08,00,00,00,-118.3412689,33.9930098,9663345,21,06037703200,060377032006011,0637,31080,0,E,100,POINTADDRESS
CA,CA0062,045,Y,M658,WISEBURN LIBRARY,5335 WEST 135TH ST.,HAWTHORNE,90250,4948,LOS ANGELES,3106438880,BR,5000,R_23,0,2046,R_23,51,R_23,2024,08,00,00,00,-118.3733588,33.9095238,9663345,21,06037602302,060376023023013,0643,31080,0,E,100,STREETADDRESS
CA,CA0062,046,Y,M658,WOODCREST LIBRARY,1340 WEST 106TH ST.,LOS ANGELES,90044,1626,LOS ANGELES,3237579373,BR,7254,R_23,0,2784,R_23,50,R_23,2024,08,00,00,00,-118.2994556,33.939993,9663345,21,06037600303,060376003032001,0643,31080,0,E,100,POINTADDRESS
CA,CA0062,047,Y,M658,ALONDRA LIBRARY,11949 ALONDRA BLVD.,NORWALK,90650,7108,LOS ANGELES,5628687771,BR,6000,R_23,0,1954,R_23,49,R_23,2024,08,00,00,00,-118.0789378,33.8877774,9663345,21,06037552601,060375526012008,0638,31080,0,E,100,STREETADDRESS
CA,CA0062,048,Y,M658,ANGELO M. IACOBONI LIBRARY,4990 CLARK AVE.,LAKEWOOD,90712,2601,LOS ANGELES,5628661777,BR,25377,R_23,0,2036,R_23,51,R_23,2024,08,00,00,00,-118.1337732,33.8487322,9663345,21,06037570800,060375708005028,0644,31080,0,E,100,POINTADDRESS
CA,CA0062,049,Y,M658,ARTESIA LIBRARY,18801 ELAINE AVE.,ARTESIA,90701,5867,LOS ANGELES,5628656614,BR,10836,R_23,0,2046,R_23,51,R_23,2024,08,00,00,00,-118.0767448,33.8598268,9663345,21,06037554900,060375549003001,0645,31080,0,E,100,POINTADDRESS
CA,CA0062,050,Y,M658,CLIFTON M. BRAKENSIEK LIBRARY,9945 E. FLOWER ST.,BELLFLOWER,90706,M,LOS ANGELES,5629255543,BR,20160,R_23,0,2045,R_23,51,R_23,2024,08,00,00,00,-118.1218284,33.8821573,9663345,21,06037554204,060375542042000,0642,31080,0,E,99.04,STREETADDRESS
CA,CA0062,051,Y,M658,GEORGE NYE JR. LIBRARY,6600 DEL AMO BLVD.,LAKEWOOD,90713,2206,LOS ANGELES,5624218497,BR,7100,R_23,0,1974,R_23,49,R_23,2024,08,00,00,00,-118.1031825,33.8466587,9663345,21,06037571000,060375710001000,0642,31080,0,E,100,POINTADDRESS
CA,CA0062,052,Y,M658,HAWAIIAN GARDENS LIBRARY,11940 CARSON STREET,HAWAIIAN GARDENS,90716,1132,LOS ANGELES,5624961212,BR,5585,R_23,0,2046,R_23,51,R_23,2024,08,00,00,00,-118.077998,33.8313825,9663345,21,06037555211,060375552112003,0645,31080,0,E,100,POINTADDRESS
CA,CA0062,053,Y,M658,HOLLYDALE LIBRARY,12000 SOUTH GARFIELD AVE.,SOUTH GATE,90280,7823,LOS ANGELES,5626340156,BR,4800,R_23,0,1974,R_23,49,R_23,2024,08,00,00,00,-118.1689226,33.917721,9663345,21,06037536201,060375362012009,0644,31080,0,E,99.04,POINTADDRESS
CA,CA0062,054,Y,M658,LA MIRADA LIBRARY,13800 LA MIRADA BLVD.,LA MIRADA,90638,M,LOS ANGELES,5629430277,BR,15704,R_23,0,2046,R_23,51,R_23,2024,08,00,00,00,-118.0116651,33.9052395,9663345,21,06037503602,060375036022023,0638,31080,0,E,100,STREETADDRESS
CA,CA0062,055,Y,M658,LELAND R. WEAVER LIBRARY,4035 TWEEDY BLVD.,SOUTH GATE,90280,6135,LOS ANGELES,3235678853,BR,19461,R_23,0,2046,R_23,51,R_23,2024,08,00,00,00,-118.2015638,33.9437853,9663345,21,06037535901,060375359014006,0644,31080,0,E,100,POINTADDRESS
CA,CA0062,056,Y,M658,LOS NIETOS LIBRARY,8511 DUCHESS DR.,WHITTIER,90606,3335,LOS ANGELES,5626950708,BR,7040,R_23,0,2774,R_23,50,R_23,2024,08,00,00,00,-118.0729252,33.9640581,9663345,21,06037502303,060375023034003,0638,31080,0,E,100,POINTADDRESS
CA,CA0062,057,Y,M658,LYNWOOD LIBRARY,11320 BULLIS RD.,LYNWOOD,90262,3662,LOS ANGELES,3106357121,BR,11722,R_23,0,2046,R_23,51,R_23,2024,08,00,00,00,-118.1992944,33.927432,9663345,21,06037540102,060375401024001,0644,31080,0,E,100,STREETADDRESS
CA,CA0062,058,Y,M658,NORWALK LIBRARY,12350 IMPERIAL HWY.,NORWALK,90650,3128,LOS ANGELES,5628680775,BR,33749,R_23,0,1962,R_23,49,R_23,2024,08,00,00,00,-118.069426,33.9170525,9663345,21,06037552301,060375523011002,0638,31080,0,E,100,POINTADDRESS
CA,CA0062,059,Y,M658,PARAMOUNT LIBRARY,16254 COLORADO AVE.,PARAMOUNT,90723,5010,LOS ANGELES,5626303171,BR,8750,R_23,0,1086,R_23,27,R_23,2024,08,00,00,00,-118.1613776,33.8857206,9663345,21,06037553802,060375538021017,0644,31080,0,E,100,POINTADDRESS
CA,CA0062,060,Y,M658,PICO RIVERA LIBRARY,9001 MINES AVE.,PICO RIVERA,90660,3058,LOS ANGELES,5629427394,BR,16000,R_23,0,2046,R_23,51,R_23,2024,08,00,00,00,-118.0895064,33.9917384,9663345,21,06037500800,060375008002000,0638,31080,0,E,100,POINTADDRESS
CA,CA0062,061,Y,M658,RIVERA LIBRARY,7828 S. SERAPIS AVE.,PICO RIVERA,90660,4600,LOS ANGELES,5629495485,BR,6724,R_23,0,1966,R_23,49,R_23,2024,08,00,00,00,-118.1012222,33.9690519,9663345,21,06037502602,060375026021015,0638,31080,0,E,99.04,POINTADDRESS
CA,CA0062,063,Y,M658,SOUTH WHITTIER LIBRARY,11543 COLIMA RD,WHITTIER,90604,2832,LOS ANGELES,5629464415,BR,14411,R_23,0,2784,R_23,50,R_23,2024,08,00,00,00,-118.025578,33.927347,9663345,21,06037503201,060375032011012,0638,31080,0,E,100,POINTADDRESS
CA,CA0062,064,Y,M658,ANTHONY QUINN LIBRARY,3965 CESAR E. CHAVEZ AVE.,LOS ANGELES,90063,1806,LOS ANGELES,3232647715,BR,7275,R_23,0,1650,R_23,29,R_23,2024,08,00,00,00,-118.180192,34.0405875,9663345,21,06037530902,060375309022009,0634,31080,0,E,99.62,POINTADDRESS
CA,CA0062,065,Y,M658,CHET HOLIFIELD LIBRARY,1060 SOUTH GREENWOOD AVE.,MONTEBELLO,90640,6030,LOS ANGELES,3237280421,BR,5500,R_23,0,1974,R_23,49,R_23,2024,08,00,00,00,-118.1202961,33.993364,9663345,21,06037532200,060375322001002,0638,31080,0,E,100,STREETADDRESS
CA,CA0062,066,Y,M658,CITY TERRACE LIBRARY,4025 EAST CITY TERRACE DR.,LOS ANGELES,90063,1203,LOS ANGELES,3232610295,BR,8007,R_23,0,2677,R_23,48,R_23,2024,08,00,00,00,-118.1782825,34.0557407,9663345,21,06037530802,060375308022006,0634,31080,0,E,99.04,POINTADDRESS
CA,CA0062,068,Y,M658,EAST LOS ANGELES LIBRARY,4837 EAST THIRD ST.,LOS ANGELES,90022,1601,LOS ANGELES,3232640155,BR,26300,R_23,0,2993,R_23,50,R_23,2024,08,00,00,00,-118.159921,34.0334975,9663345,21,06037530400,060375304003018,0634,31080,0,E,100,POINTADDRESS
CA,CA0062,069,Y,M658,EL CAMINO REAL LIBRARY,4264 EAST WHITTIER BLVD.,LOS ANGELES,90023,2036,LOS ANGELES,3232698102,BR,5529,R_23,0,2770,R_23,49,R_23,2024,08,00,00,00,-118.177812,34.0239225,9663345,21,06037531301,060375313011000,0634,31080,0,E,99.04,POINTADDRESS
CA,CA0062,070,Y,M658,EL MONTE LIBRARY,3224 TYLER AVE.,EL MONTE,91731,3356,LOS ANGELES,6264449506,BR,11906,R_23,0,1142,R_23,29,R_23,2024,08,00,00,00,-118.0359525,34.067091,9663345,21,06037433200,060374332002005,0631,31080,0,E,100,POINTADDRESS
CA,CA0062,071,Y,M658,LIVE OAK LIBRARY,4153 EAST LIVE OAK AVE.,ARCADIA,91006,5828,LOS ANGELES,6264468803,BR,7400,R_23,0,2984,R_23,50,R_23,2024,08,00,00,00,-118.0130886,34.1099108,9663345,21,06037431400,060374314002009,0631,31080,0,E,100,POINTADDRESS
CA,CA0062,072,Y,M658,MONTEBELLO LIBRARY,1550 WEST BEVERLY BLVD.,MONTEBELLO,90640,3930,LOS ANGELES,3237226551,BR,31097,R_23,0,2030,R_23,51,R_23,2024,08,00,00,00,-118.1164109,34.0197198,9663345,21,06037530006,060375300061006,0638,31080,0,E,100,POINTADDRESS
CA,CA0062,073,Y,M658,NORWOOD LIBRARY,4550 NORTH PECK RD.,EL MONTE,91732,1959,LOS ANGELES,6264433147,BR,10303,R_23,0,1942,R_23,49,R_23,2024,08,00,00,00,-118.0162592,34.0871603,9663345,21,06037432401,060374324012004,0631,31080,0,E,99.04,POINTADDRESS
CA,CA0062,074,Y,M658,ROSEMEAD LIBRARY,8800 VALLEY BLVD.,ROSEMEAD,91770,1714,LOS ANGELES,6265735220,BR,29860,R_23,0,2038,R_23,51,R_23,2024,08,00,00,00,-118.0772251,34.0806666,9663345,21,06037432901,060374329013002,0628,31080,0,E,100,POINTADDRESS
CA,CA0062,075,Y,M658,SAN GABRIEL LIBRARY,500 SOUTH DEL MAR AVE.,SAN GABRIEL,91776,2408,LOS ANGELES,6262870761,BR,13718,R_23,0,2046,R_23,51,R_23,2024,08,00,00,00,-118.0995546,34.0957447,9663345,21,06037481103,060374811031009,0628,31080,0,E,100,POINTADDRESS
CA,CA0062,076,Y,M658,SOUTH EL MONTE LIBRARY,1430 N. CENTRAL AVE.,SOUTH EL MONTE,91733,3302,LOS ANGELES,6264434158,BR,6416,R_23,0,2046,R_23,51,R_23,2024,08,00,00,00,-118.0469213,34.0447925,9663345,21,06037434100,060374341004008,0631,31080,0,E,99.04,POINTADDRESS
CA,CA0062,078,Y,M658,TEMPLE CITY LIBRARY,5939 GOLDEN WEST AVE.,TEMPLE CITY,91780,2227,LOS ANGELES,6262852136,BR,12182,R_23,0,2038,R_23,51,R_23,2024,08,00,00,00,-118.0568247,34.1084376,9663345,21,06037431900,060374319002004,0628,31080,0,E,100,POINTADDRESS
CA,CA0062,079,Y,M658,BALDWIN PARK LIBRARY,4181 BALDWIN PARK BLVD.,BALDWIN PARK,91706,3203,LOS ANGELES,6269626947,BR,15555,R_23,0,2046,R_23,51,R_23,2024,08,00,00,00,-117.9648874,34.087989,9663345,21,06037405102,060374051022007,0631,31080,0,E,100,POINTADDRESS
CA,CA0062,080,Y,M658,CHARTER OAK LIBRARY,"20540 E. ARROW HWY., SUITE K",COVINA,91724,1200,LOS ANGELES,6263392151,BR,2500,R_23,0,2776,R_23,50,R_23,2024,08,00,00,00,-117.853678,34.1065925,9663345,21,06037403802,060374038022002,0631,31080,0,E,100,SUBADDRESS
CA,CA0062,081,Y,M658,CLAREMONT HELEN RENWICK LIBRARY,208 NORTH HARVARD AVE.,CLAREMONT,91711,4718,LOS ANGELES,9096214902,BR,22921,R_23,0,2046,R_23,51,R_23,2024,08,00,00,00,-117.7163679,34.0959388,9663345,21,06037401902,060374019021038,0628,31080,0,E,99.04,POINTADDRESS
CA,CA0062,082,Y,M658,DIAMOND BAR LIBRARY,21800 COPLEY DR.,DIAMOND BAR,91765,4460,LOS ANGELES,9098614978,BR,18245,R_23,0,2784,R_23,50,R_23,2024,08,00,00,00,-117.8301662,34.0000387,9663345,21,06037403323,060374033231009,0638,31080,0,E,100,STREETADDRESS
CA,CA0062,083,Y,M658,DUARTE LIBRARY,1301 BUENA VISTA ST.,DUARTE,91010,2410,LOS ANGELES,6263581865,BR,10048,R_23,0,2038,R_23,51,R_23,2024,08,00,00,00,-117.9775824,34.1381393,9663345,21,06037430101,060374301013008,0631,31080,0,E,100,POINTADDRESS
CA,CA0062,085,Y,M658,HACIENDA HEIGHTS LIBRARY,16010 LA MONDE ST.,HACIENDA HEIGHTS,91745,4228,LOS ANGELES,6269689356,BR,10398,R_23,0,2985,R_23,50,R_23,2024,08,00,00,00,-117.9640686,33.9937601,9663345,21,06037408625,060374086252008,0638,31080,0,E,100,POINTADDRESS
CA,CA0062,086,Y,M658,LA PUENTE LIBRARY,15920 EAST CENTRAL AVE.,LA PUENTE,91744,5410,LOS ANGELES,6269684613,BR,10572,R_23,0,2046,R_23,51,R_23,2024,08,00,00,00,-117.950723,34.0194539,9663345,21,06037407702,060374077024006,0631,31080,0,E,100,STREETADDRESS
CA,CA0062,087,Y,M658,LA VERNE LIBRARY,3640 D. ST.,LA VERNE,91750,3512,LOS ANGELES,9095961934,BR,10347,R_23,0,2046,R_23,51,R_23,2024,08,00,00,00,-117.7657142,34.1119404,9663345,21,06037401602,060374016023000,0631,31080,0,E,100,POINTADDRESS
CA,CA0062,088,Y,M658,ROWLAND HEIGHTS LIBRARY,1850 NOGALES ST.,ROWLAND HEIGHTS,91748,2945,LOS ANGELES,6269125348,BR,14863,R_23,0,2753,R_23,46,R_23,2024,08,00,00,00,-117.8890149,33.9843057,9663345,21,06037408705,060374087051000,0638,31080,0,E,100,POINTADDRESS
CA,CA0062,089,Y,M658,SAN DIMAS LIBRARY,145 NORTH WALNUT AVE.,SAN DIMAS,91773,2603,LOS ANGELES,9095996738,BR,13628,R_23,0,2038,R_23,51,R_23,2024,08,00,00,00,-117.8028075,34.108174,9663345,21,06037400304,060374003041015,0631,31080,0,E,100,POINTADDRESS
CA,CA0062,090,Y,M658,SUNKIST LIBRARY,840 NORTH PUENTE AVE.,LA PUENTE,91746,1316,LOS ANGELES,6269602707,BR,8314,R_23,0,2776,R_23,50,R_23,2024,08,00,00,00,-117.9770151,34.0554344,9663345,21,06037406903,060374069031001,0631,31080,0,E,99.04,POINTADDRESS
CA,CA0062,091,Y,M658,WALNUT LIBRARY,21155 LA PUENTE RD.,WALNUT,91789,2017,LOS ANGELES,9095950757,BR,10000,R_23,0,2046,R_23,51,R_23,2024,08,00,00,00,-117.8436235,34.0256584,9663345,21,06037403404,060374034041000,0638,31080,0,E,100,POINTADDRESS
CA,CA0062,092,Y,M658,WEST COVINA LIBRARY,1601 WEST COVINA PKWY.,WEST COVINA,91790,2705,LOS ANGELES,6269623541,BR,42345,R_23,0,1966,R_23,49,R_23,2024,08,00,00,00,-117.9409677,34.0710704,9663345,21,06037406702,060374067021002,0631,31080,0,E,99.62,STREETADDRESS
CA,CA0062,097,Y,M658,LAKE LOS ANGELES LIBRARY,"16921 EAST AVE. O, #A",PALMDALE,93591,3045,LOS ANGELES,6612640593,BR,4250,R_23,0,2784,R_23,50,R_23,2024,08,00,00,00,-117.827805,34.6165575,9663345,42,06037900103,060379001031060,0623,31080,0,E,100,SUBADDRESS
CA,CA0062,100,Y,M658,ANTELOPE VALLEY EAST BOOKMOBILE,601 W. LANCASTER BLVD.,LANCASTER,93534,3107,LOS ANGELES,6619488270,BS,-4,N_23,1,1974,R_23,49,R_23,2024,08,00,00,00,-118.1396179,34.6982195,9663345,21,06037900806,060379008061023,0627,31080,0,E,100,STREETADDRESS
CA,CA0062,101,Y,M658,WESTLAKE VILLAGE LIBRARY,31220 W. OAK CREST DRIVE,WESTLAKE VILLAGE,91361,4643,LOS ANGELES,8188659230,BR,11500,R_23,0,2046,R_23,51,R_23,2024,08,00,00,00,-118.7996234,34.1438236,9663345,22,06037800335,060378003351003,0626,31080,0,E,99.04,STREETADDRESS
CA,CA0062,102,Y,M658,SORENSEN LIBRARY,6934 BROADWAY AVE.,WHITTIER,90606,1665,LOS ANGELES,5626953979,BR,10655,R_23,0,2768,R_23,49,R_23,2024,08,00,00,00,-118.0626346,33.9797266,9663345,21,06037501002,060375010023026,0638,31080,0,E,100,POINTADDRESS
CA,CA0062,103,Y,M658,A C BILBREW LIBRARY,150 EAST EL SEGUNDO BLVD.,LOS ANGELES,90061,2356,LOS ANGELES,3105383350,BR,21843,R_23,0,2780,R_23,50,R_23,2024,08,00,00,00,-118.272337,33.9163825,9663345,21,06037540902,060375409023002,0643,31080,0,E,100,POINTADDRESS
CA,CA0062,106,Y,M658,ANTELOPE VALLEY WEST BOOKMOBILE,33792 CROWN VALLEY RD.,ACTON,93510,1763,LOS ANGELES,6612697101,BS,-4,N_23,1,1974,R_23,49,R_23,2024,08,00,00,00,-118.1982925,34.495043,9663345,41,06037910804,060379108041012,0627,31080,0,E,100,POINTADDRESS
CA,CA0062,108,Y,M658,GATEWAY BOOKMOBILE,1601 WEST COVINA PKWY.,WEST COVINA,91790,2705,LOS ANGELES,6263388373,BS,-4,N_23,1,1974,R_23,49,R_23,2024,08,00,00,00,-117.9409677,34.0710704,9663345,21,06037406702,060374067021002,0631,31080,0,E,99.62,STREETADDRESS
CA,CA0062,109,Y,M658,CASTAIC LIBRARY,27971 SLOAN CANYON ROAD,CASTAIC,91384,2594,LOS ANGELES,6612577410,BR,12232,R_23,0,2765,R_23,49,R_23,2024,08,00,00,00,-118.6261444,34.4947034,9663345,41,06037920104,060379201041064,0627,31080,0,E,100,POINTADDRESS
CA,CA0062,110,Y,M658,ACTON AGUA DULCE,33792 CROWN VALLEY RD.,ACTON,93510,1763,LOS ANGELES,6612697101,BR,11343,R_23,0,2768,R_23,49,R_23,2024,08,00,00,00,-118.1982925,34.495043,9663345,41,06037910804,060379108041012,0627,31080,0,E,100,POINTADDRESS
CA,CA0062,111,Y,M658,TOPANGA,122 N. TOPANGA CANYON BLVD.,TOPANGA,90290,3836,LOS ANGELES,3104553480,BR,11048,R_23,0,2976,R_23,50,R_23,2024,08,00,00,00,-118.6039421,34.0901171,9663345,21,06037800104,060378001041014,0632,31080,0,E,100,STREETADDRESS
CA,CA0062,112,Y,M658,STEVENSON RANCH EXPRESS LIBRARY,25950 THE OLD ROAD,STEVENSON RANCH,91381,1712,LOS ANGELES,6612875954,BR,11551,R_23,0,2782,R_23,50,R_23,2024,08,00,00,00,-118.5739531,34.3923961,9663345,21,06037920326,060379203263002,0627,31080,0,E,100,POINTADDRESS
