id,name,address,city,state,zip,latitude,longitude,phone,outlet_type
M753,KNIGHTS LANDING BRANCH LIBRARY,42351 THIRD ST.,KNIGHTS LANDING,CA,95645,38.8004796,-121.7176614,5307356593,BR
M753,YOLO BRANCH LIBRARY,37750 SACRAMENTO ST.,YOLO,CA,95697,38.7332111,-121.8074803,5306622363,BR
M753,YOLO COUNTY ARCHIVES,226 BUCKEYE STREET,WOODLAND,CA,95695,38.68344192,-121.7948223,5306668010,BR
M754,YORBA LINDA PUBLIC LIBRARY,4852 LAKEVIEW AVE.,YORBA LINDA,CA,92886,33.8907185,-117.8154637,7147772873,CE
M755,YUBA COUNTY LIBRARY,303 SECOND ST.,MARYSVILLE,CA,95901,39.1371158,-121.5875389,5307497380,CE
M809,CORONADO PUBLIC LIBRARY,640 ORANGE AVE.,CORONADO,CA,92118,32.6910776,-117.1770094,6195227390,CE
M810,IRWINDALE PUBLIC LIBRARY,5050 N. IRWINDALE AVE.,IRWINDALE,CA,91706,34.1043743,-117.9338135,6264302229,CE
M813,BENICIA PUBLIC LIBRARY,150 E. L ST.,BENICIA,CA,94510,38.0531136,-122.1540439,7077464343,CE
M814,LOS GATOS PUBLIC LIBRARY,100 VILLA AVENUE,LOS GATOS,CA,95030,37.2205249,-121.9780571,4083546891,CE
M815,A. K. SMILEY PUBLIC LIBRARY,125 W. VINE ST.,REDLANDS,CA,92373,34.0546353,-117.1839627,9097987565,CE
M816,SIGNAL HILL PUBLIC LIBRARY,1800 EAST HILL STREET,SIGNAL HILL,CA,90755,33.7970932,-118.1697635,5629897323,CE
M817,BANNING LIBRARY DISTRICT,21 W. NICOLET ST.,BANNING,CA,92220,33.9289473,-116.8769948,9518493192,CE
M818,BEAUMONT LIBRARY DISTRICT,125 E. EIGHTH ST.,BEAUMONT,CA,92223,33.9324325,-116.981084,9518451357,CE
M831,THOUSAND OAKS LIBRARY,1401 E. JANSS RD.,THOUSAND OAKS,CA,91362,34.20228,-118.852404,8054492660,CE
M831,NEWBURY PARK LIBRARY,2331 BORCHARD ROAD,NEWBURY PARK,CA,91320,34.1811457,-118.9283611,8054982139,BR
M832,MARIPOSA LIBRARY,4978 10TH STREET,MARIPOSA,CA,95338,37.489358,-119.9673699,2099662140,CE
M832,EL PORTAL LIBRARY,9670 RANCHERIA FLAT ROAD,EL PORTAL,CA,95318,37.6722024,-119.808038,2093792401,BR
M832,RED CLOUD LIBRARY,10332 C FISKE RD.,COULTERVILLE,CA,95311,37.7462304,-120.1318315,2098783692,BR
M832,BASSETT MEMORIAL LIBRARY IN WAWONA,7971 CHILNUALNA FALLS ROAD,WAWONA,CA,95389,37.5471711,-119.6459639,2093756510,BR
M832,YOSEMITE LIBRARY,GIRLS CLUB,YOSEMITE NATIONAL PA,CA,95389,37.748097,-119.5886857,2093724552,BR
M874,"FOLSOM PUBLIC LIBRARY, GEORGIA MURRAY BUILDING",411 STAFFORD ST,FOLSOM,CA,95630,38.6809042,-121.166966,9163557374,CE
M877,ARCHIBALD LIBRARY,7368 ARCHIBALD AVENUE,RANCHO CUCAMONGA,CA,91730,34.1201906,-117.5935175,9094772720,BR
M877,PAUL A. BIANE LIBRARY,12505 CULTURAL CENTER DRIVE,RANCHO CUCAMONGA,CA,91739,34.1134951,-117.5325512,9094772720,BR
M878,LASSEN LIBRARY DISTRICT,1618 MAIN ST.,SUSANVILLE,CA,96130,40.4155534,-120.6493071,5302518127,CE
M884,RANCHO MIRAGE PUBLIC LIBRARY,71-100 HIGHWAY 111,RANCHO MIRAGE,CA,92270,33.7483405,-116.4213791,7603417323,CE
M900,BELVEDERE-TIBURON LIBRARY,1501 TIBURON BLVD,TIBURON,CA,94920,37.8768334,-122.4616957,4157892665,CE
M902,MISSION VIEJO LIBRARY,100 CIVIC CENTER,MISSION VIEJO,CA,92691,33.5959063,-117.6595479,9498307100,CE
M911,ALTHA MERRIFIELD - LAKE ELSINORE BRANCH LIBRARY,600 W. GRAHAM,LAKE ELSINORE,CA,92530,33.6698171,-117.3341564,9516744517,BR
M911,CANYON LAKE BRANCH LIBRARY,31594 RAILROAD CANYON RD.,CANYON LAKE,CA,92587,33.6732727,-117.2514958,9512449181,BR
M911,CATHEDRAL CITY BRANCH LIBRARY,33-520 DATE PALM DR.,CATHEDRAL CITY,CA,92234,33.8046975,-116.4566654,7603284262,BR
M911,COACHELLA BRANCH LIBRARY,1500 SIXTH ST.,COACHELLA,CA,92236,33.6789676,-116.176111,7603985148,BR
M911,DESERT HOT SPRINGS BRANCH LIBRARY,14380 PALM DR.,DESERT HOT SPRINGS,CA,92240,33.96315,-116.5101475,7603295926,BR
M911,GLEN AVON BRANCH LIBRARY,9244 GALENA,RIVERSIDE,CA,92509,34.0044484,-117.4848646,9516858121,BR
M911,HIGHGROVE BRANCH LIBRARY,530 W CENTER ST,RIVERSIDE,CA,92507,34.0156516,-117.3235345,9516821507,BR
M911,IDYLLWILD BRANCH LIBRARY,54401 VILLAGE CENTER DR,IDYLLWILD,CA,92549,33.7440205,-116.7130259,9516592300,BR
M911,LA QUINTA BRANCH LIBRARY,78-225 CALLE TAMPICO,LA QUINTA,CA,92253,33.6778862,-116.2987289,7605644767,BR
M911,LAKE TAMARISK LIBRARY,43880 LAKE TAMARISK DR.,DESERT CENTER,CA,92239,33.7381305,-115.3923094,7602273273,BR
M911,MAX T. MCCANDLESS BRANCH LIBRARY INDIO,200 CIVIC CENTER MALL,INDIO,CA,92201,33.7201648,-116.2193629,7603472383,BR
M911,MECCA-NORTH SHORE BRANCH LIBRARY,91260 AVENUE 66,MECCA,CA,92254,33.5693573,-116.0743172,7603962363,BR
M911,NORCO BRANCH LIBRARY,3240 HAMNER AVE.,NORCO,CA,92860,33.9287221,-117.5582349,9517355329,BR
M911,NUVIEW BRANCH LIBRARY,29990 LAKEVIEW RD.,NUEVO,CA,92567,33.8241341,-117.1284769,9519280769,BR
M911,PALM DESERT BRANCH LIBRARY,73-300 FRED WARING DR.,PALM DESERT,CA,92260,33.7295846,-116.3865735,7603466552,BR
M911,PERRIS BRANCH LIBRARY,163 E. SAN JACINTO,PERRIS,CA,92570,33.7865325,-117.226699,9516572358,BR
M911,ROBIDOUX BRANCH LIBRARY,5840 MISSION BLVD,RIVERSIDE,CA,92509,34.0003961,-117.4140174,9516825485,BR
M911,SAN JACINTO BRANCH LIBRARY,595 S. SAN JACINTO AVE.,SAN JACINTO,CA,92583,33.7821393,-116.9588273,9516548635,BR
M911,SUN CITY BRANCH LIBRARY,26982 CHERRY HILLS BLVD.,SUN CITY,CA,92586,33.7111134,-117.189203,9516793534,BR
M911,GRACE MELLMAN LIBRARY,41000 COUNTY CENTER,TEMECULA,CA,92591,33.5276566,-117.1614461,9512963893,BR
M911,VALLE VISTA LIBRARY,25757 FAIRVIEW AVE.,HEMET,CA,92544,33.747509,-116.8931675,9519272611,BR
M911,ANZA VALLEY COMMUNITY LIBRARY,57430 MITCHELL RD,ANZA,CA,92539,33.569843,-116.6606167,9517634216,BR
M911,CALIMESA LIBRARY,974 CALIMESA BLVD,CALIMESA,CA,92320,34.001963,-117.0613459,9097959807,BR
M911,THOUSAND PALMS LIBRARY,31-189 ROBERT RD.,THOUSAND PALMS,CA,92276,33.8218952,-116.3968399,7603431556,BR
M911,WOODCREST COMMUNITY LIBRARY,16625 KRAMERIA,RIVERSIDE,CA,92504,33.8798105,-117.3714312,9517897324,BR
M911,WILDOMAR LIBRARY,34303 MISSION TRAIL,WILDOMAR,CA,92595,33.6236272,-117.2901443,9514713855,BR
M911,EL CERRITO PUBLIC LIBRARY,7581 RUDELL ROAD,CORONA,CA,92881,33.8360827,-117.5258199,9512705012,BR
M911,VICK KNIGHT COMMUNITY LIBRARY,32593 RIVERSIDE DR,LAKE ELSINORE,CA,92530,33.6682597,-117.3812719,9516787083,BR
M911,TEMECULA PUBLIC LIBRARY,30600 PAUBA ROAD,TEMECULA,CA,92592,33.4966234,-117.1228115,9516938900,BR
M911,HOME GARDENS LIBRARY,3785 NEECE STREET,CORONA,CA,92879,33.8753172,-117.5265073,9512792148,BR
M911,EASTVALE COMMUNITY LIBRARY,7447 SCHOLAR WAY,EASTVALE,CA,92880,33.9530767,-117.5670554,9512731520,BR
M911,CABAZON LIBRARY,50425 CARMEN AVE,CABAZON,CA,92230,33.9105927,-116.7824343,9518498234,BR
M911,MEAD VALLEY PUBLIC LIBRARY,21580 OAKWOOD STREET,PERRIS,CA,92570,33.8335512,-117.2867302,9519434727,BR
M911,FRENCH VALLEY LIBRARY,31526 SKYVIEW ROAD,WINCHESTER,CA,92596,33.60811983,-117.108481,9519266636,BR
M911,MENIFEE LIBRARY,28798 LA PIEDRA RD,MENIFEE,CA,92584,33.67567533,-117.1578461,9516792527,BR
M917,MORENO VALLEY PUBLIC LIBRARY,25480 ALESSANDRO BLVD,MORENO VALLEY,CA,92553,33.9174653,-117.2179778,9514133880,CE
M917,MORENO VALLEY MALL BRANCH,"22500 TOWN CIRCLE, STE 2078",MORENO VALLEY,CA,92553,33.9408818,-117.272366,9514133880,BR
M917,MORENO VALLEY IRIS PLAZA BRANCH,16170 PERRIS BLVD. SUITE C3,MORENO VALLEY,CA,92551,33.8857306,-117.226125,9514133760,BR
M918,CALABASAS CITY LIBRARY,200 CIVIC CENTER WAY,CALABASAS,CA,91302,34.1530948,-118.6469391,8182257616,CE
M919,MURRIETA PUBLIC LIBRARY,8 TOWN SQUARE,MURRIETA,CA,92562,33.5584324,-117.2118814,9513042665,CE
M930,PLEASANTON PUBLIC LIBRARY,400 OLD BERNAL AVE.,PLEASANTON,CA,94566,37.6577909,-121.8809832,9259313400,CE
M136,VICTORVILLE CITY LIBRARY,15011 CIRCLE DRIVE,VICTORVILLE,CA,92395,34.5235548,-117.3041371,7602454222,CE
M173,MOORPARK CITY LIBRARY,699 MOORPARK AVENUE,MOORPARK,CA,93021,34.2863909,-118.8822169,8055176370,CE
M879,CAMARILLO PUBLIC LIBRARY,4101 LAS POSAS RD,CAMARILLO,CA,93010,34.2426849,-119.0137877,8053885222,CE
M800,CANYON COUNTRY LIBRARY,18601 SOLEDAD CYN. RD.,SANTA CLARITA,CA,91351,34.4161242,-118.459223,6612590750,BR
M800,NEWHALL LIBRARY,24500 MAIN ST.,SANTA CLARITA,CA,91321,34.3819025,-118.5303626,6612590750,BR
M800,VALENCIA LIBRARY,23743 VALENCIA BLVD.,SANTA CLARITA,CA,91355,34.415055,-118.550302,6612590750,BR
M253,SIMI VALLEY PUBLIC LIBRARY,2969 TAPO CANYON RD,SIMI VALLEY,CA,93063,34.2892512,-118.7177343,8055261735,CE
M931,BERNARD E. WITKIN ALAMEDA COUNTY LAW LIBRARY,125 TWELFTH ST.,OAKLAND,CA,94607,37.7998503,-122.2642311,5102084800,CE
M932,BUTTE COUNTY PUBLIC LAW LIBRARY,1675 MONTGOMERY STREET,OROVILLE,CA,95965,39.5128834,-121.558943,5305387122,CE
M933,CALAVERAS COUNTY LAW LIBRARY,891 MOUNTAIN RANCH ROAD,SAN ANDREAS,CA,95249,38.1902226,-120.6678332,2097546314,CE
M934,CONTRA COSTA COUNTY PUBLIC LAW LIBRARY,1020 WARD ST,MARTINEZ,CA,94553,38.0182199,-122.1331728,9256462783,CE
M934,DAVID DEL SIMONE MEMORIAL LAW LIBRARY,"100 37TH STREET, RM 237",RICHMOND,CA,94805,37.9325067,-122.3345251,5103743019,BR
M935,EL DORADO COUNTY LAW LIBRARY,550 MAIN ST. SUITE A,PLACERVILLE,CA,95667,38.7292864,-120.7978871,5306261932,CE
M936,FRESNO COUNTY PUBLIC LAW LIBRARY,"1100 VAN NESS AVE., RM 600",FRESNO,CA,93724,36.7356164,-119.7901979,5596002227,CE
M937,HUMBOLDT COUNTY LAW LIBRARY,"812 4TH ST., ROOM G04",EUREKA,CA,95501,40.8033917,-124.1616262,7074762356,CE
M938,IMPERIAL COUNTY LAW LIBRARY,939 MAIN ST.,EL CENTRO,CA,92243,32.7927727,-115.5633309,7604822271,CE
M940,KERN COUNTY LAW LIBRARY,1415 TRUXTUN AVE.,BAKERSFIELD,CA,93301,35.3732394,-119.0182764,6618685320,CE
M942,LAKE COUNTY LAW LIBRARY,175 3RD ST.,LAKEPORT,CA,95453,39.0438376,-122.9158852,7072632205,CE
M944,LOS ANGELES COUNTY LAW LIBRARY,301 WEST FIRST ST.,LOS ANGELES,CA,90012,34.0539633,-118.2459982,2137852529,CE
M944,TORRANCE SUPERIOR COURT,825 MAPLE AVE.,TORRANCE,CA,90503,33.838608,-118.3401175,4242010748,BR
M944,GOVERNOR GEORGE DEUKMEJIAN COURTHOUSE,275 MAGNOLIA AVE.,LONG BEACH,CA,90802,33.770296,-118.1980675,5625084882,BR
M945,MADERA COUNTY LAW LIBRARY,209 W. YOSEMITE AVE.,MADERA,CA,93637,36.9602593,-120.0622096,5596730378,CE
M946,MARIN COUNTY LAW LIBRARY,20 N. SAN PEDRO RD. STE. 2007,SAN RAFAEL,CA,94903,37.9955413,-122.5297399,4154723733,CE
M947,MENDOCINO COUNTY LAW LIBRARY,"100 N. STATE ST., ROOM 307",UKIAH,CA,95482,39.1503553,-123.2077898,7074634201,CE
M951,NEVADA COUNTY LAW LIBRARY,"201 CHURCH ST., STE. 9",NEVADA CITY,CA,95959,39.2636779,-121.0182565,5302657161,CE
M952,ORANGE COUNTY PUBLIC LAW LIBRARY,515 N. FLOWER ST,SANTA ANA,CA,92703,33.7485485,-117.8764225,7143386790,CE
M966,SPARKS LAW LIBRARY OF PLACER COUNTY,1523 LINCOLN WAY,AUBURN,CA,95603,38.8959313,-121.0768403,5308232573,CE
M953,RIVERSIDE COUNTY LAW LIBRARY,3989 LEMON ST.,RIVERSIDE,CA,92501,33.9791387,-117.3733567,9513680368,CE
M953,INDIO BRANCH,"82-995 HIGHWAY 111, STE. 102",INDIO,CA,92201,33.7141385,-116.2168661,7608487151,BR
M953,TEMECULA LAW RESOURCE CENTER,30600 PAUBA RD.,TEMECULA,CA,92592,33.4966234,-117.1228115,9516938902,BR
M954,SACRAMENTO COUNTY PUBLIC LAW LIBRARY,609 9TH ST.,SACRAMENTO,CA,95814,38.5846016,-121.4925675,9168746012,CE
M943,LAW LIBRARY FOR SAN BERNARDINO COUNTY,402 N. D ST.,SAN BERNARDINO,CA,92401,34.1069869,-117.2919182,9098853020,CE
M943,WEST END BRANCH,8409 UTICA AVE.,RANCHO CUCAMONGA,CA,91730,34.1010822,-117.5727945,9099445106,BR
M943,HIGH DESERT BRANCH,15455 SENECA RD.,VICTORVILLE,CA,92392,34.514222,-117.3267923,7602432044,BR
M955,SAN DIEGO COUNTY PUBLIC LAW LIBRARY,1105 FRONT STREET,SAN DIEGO,CA,92101,32.7174614,-117.1647003,6195313900,CE
M955,NORTH COUNTY BRANCH,325 SOUTH MELROSE DRIVE,VISTA,CA,92081,33.191121,-117.256626,7609404386,BR
M956,SAN FRANCISCO LAW LIBRARY,"1145 MARKET ST., 4TH FLOOR",SAN FRANCISCO,CA,94103,37.7796313,-122.4135499,4155541722,CE
M957,SAN JOAQUIN COUNTY LAW LIBRARY,20 N. SUTTER ST.,STOCKTON,CA,95202,37.9536408,-121.2859207,2094683920,CE
M958,SAN LUIS OBISPO COUNTY LAW LIBRARY,"1050 MONTEREY ST., RM 125",SAN LUIS OBISPO,CA,93408,35.2822319,-120.660684,8057815855,CE
M959,SAN MATEO COUNTY LAW LIBRARY,710 HAMILTON ST.,REDWOOD CITY,CA,94063,37.4872961,-122.2301973,6503634913,CE
M960,SANTA BARBARA COUNTY LAW LIBRARY,"1100 ANACAPA ST, 2ND FL.",SANTA BARBARA,CA,93101,34.4238098,-119.7023423,8055682296,CE
M960,SANTA MARIA LAW LIBRARY,312 E. COOK ST.,SANTA MARIA,CA,93454,34.9498564,-120.4323274,8053467548,BR
M961,SANTA CLARA COUNTY LAW LIBRARY,360 N. FIRST ST.,SAN JOSE,CA,95113,37.3413847,-121.8943445,4082993568,CE
M962,SANTA CRUZ COUNTY LAW LIBRARY,"701 OCEAN ST, ROOM 070",SANTA CRUZ,CA,95060,36.9784726,-122.0209565,8314202205,CE
M963,SHASTA COUNTY PUBLIC LAW LIBRARY,1500 COURT ST. ROOM B-7,REDDING,CA,96001,40.5828444,-122.3956211,5302456243,CE
M964,SOLANO COUNTY LAW LIBRARY,600 UNION AVE.,FAIRFIELD,CA,94533,38.2480253,-122.0405139,7074216520,CE
M965,SONOMA COUNTY PUBLIC LAW LIBRARY,2604 VENTURA AVENUE,SANTA ROSA,CA,95403,38.4657727,-122.7239382,7075652668,CE
M967,STANISLAUS COUNTY LAW LIBRARY,1101 13TH ST.,MODESTO,CA,95354,37.6438433,-120.9989328,2095587759,CE
M970,TULARE COUNTY PUBLIC LAW LIBRARY,221 SOUTH MOONEY BLVD.,VISALIA,CA,93291,36.3285454,-119.3154383,5596364600,CE
M970,EBRANCH LAW LIBRARY,300 EAST OLIVE AVE.,PORTERVILLE,CA,93257,36.0651275,-119.009411,5596364600,BR
M971,VENTURA COUNTY LAW LIBRARY,800 S. VICTORIA AVE.,VENTURA,CA,93009,34.2681252,-119.212833,8056428982,CE
M972,YOLO COUNTY LAW LIBRARY,204 FOURTH ST. STE A,WOODLAND,CA,95695,38.679557,-121.7693416,5306668918,CE
M974,LOOMIS LIBRARY & COMMUNITY LEARNING CENTER,6050 LIBRARY DR.,LOOMIS,CA,95650,38.8202733,-121.1904867,9168242905,CE
M973,GOLETA VALLEY LIBRARY,500 N. FAIRVIEW AVE.,GOLETA,CA,93117,34.447591,-119.8305425,8059647878,CE
M973,BUELLTON LIBRARY,140 W. HWY 246,BUELLTON,CA,93427,34.6143144,-120.1961215,8056883115,BR
M973,SOLVANG LIBRARY,1745 MISSION DRIVE,SOLVANG,CA,93463,34.5959975,-120.136199,8056884214,BR
M975,SHAFTER LIBRARY AND LEARNING CENTER,"236 JAMES STREET, SUITE 2",SHAFTER,CA,93263,35.50367747,-119.2776727,6617462156,CE
M976,CARPINTERIA COMMUNITY LIBRARY,5141 CARPINTERIA AVE.,CARPINTERIA,CA,93013,34.39764239,-119.5168403,8056844314,CE
FSCS0001-003,YORK STREET BRANCH LIBRARY,8990 YORK STREET,THORNTON,CO,80229,39.858501,-104.9590526,3032882001,BR
FSCS0001-004,BENNETT BRANCH LIBRARY,495 7TH STREET,BENNETT,CO,80102,39.7592475,-104.4255011,3036443303,BR
FSCS001-005,BRIGHTON BRANCH LIBRARY,327 EAST BRIDGE STREET,BRIGHTON,CO,80601,39.9868175,-104.819104,3034053230,BR
FSCS0001-006,COMMERCE CITY BRANCH LIBRARY,7185 MONACO,COMMERCE CITY,CO,80022,39.8267311,-104.9127329,3032870063,BR
FSCS0001-007,HURON STREET BRANCH LIBRARY,9417 NORTH HURON STREET,THORNTON,CO,80206,39.86676,-104.9966675,3034527534,BR
FSCS0001-008,PERL MACK BRANCH LIBRARY,7611 HILLTOP CIRCLE,DENVER,CO,80221,39.8351643,-105.0024915,3034283576,BR
CO0001-012,WRIGHT FARMS,5877 EAST 120TH AVENUE,THORNTON,CO,80602,39.9140249,-104.9206768,3034053200,BR
FSCS0003,AKRON PUBLIC LIBRARY,302 MAIN AVENUE,AKRON,CO,80720,40.1611867,-103.2127364,9703456818,CE
FSCS0004,ALAMOSA PUBLIC LIBRARY,300 HUNT AVENUE,ALAMOSA,CO,81101,37.470088,-105.8637925,7195896592,CE
FSCS0005-003,CASTLEWOOD PUBLIC LIBRARY,6739 SOUTH UINTA STREET,CENTENNIAL,CO,80112,39.5946801,-104.8939743,3035427279,BR
FSCS0005-004,DAVIES PUBLIC LIBRARY-DEER TRAIL SCHOOL,128 SECOND AVE.,DEER TRAIL,CO,80105,39.6056832,-104.0401195,3037694310,BR
FSCS0005-006,KELVER PUBLIC LIBRARY,585 S MAIN STREET,BYERS,CO,80103,39.7032001,-104.2232836,3038229392,BR
FSCS0005-007,SHERIDAN PUBLIC LIBRARY,3425 WEST OXFORD AVENUE,SHERIDAN,CO,80236,39.6422963,-105.0311379,3035427279,BR
CO0005,SMOKY HILL PUBLIC LIBRARY,5430 SOUTH BISCAY CIRCLE,CENTENNIAL,CO,80015,39.6179567,-104.7673812,3035427279,BR
CO0005-010,KOELBEL PUBLIC LIBRARY,5955 SOUTH HOLLY STREET,CENTENNIAL,CO,80121,39.6089532,-104.9236377,3035427279,BR
CO0005,SOUTHGLENN PUBLIC LIBRARY,6972 SOUTH VINE STREET,CENTENNIAL,CO,80122,39.5905229,-104.9639384,3035427279,BR
FSCS0005-013,ELOISE MAY BRANCH,1471 SOUTH PARKER ROAD,DENVER,CO,80231,39.690396,-104.8909011,3035427279,BR
FSCS0006,RUBY M. SISSON MEMORIAL LIBRARY,811 SAN JUAN STREET,PAGOSA SPRINGS,CO,81147,37.2666228,-107.017266,9702642209,CE
FSCS0007-002,AURORA PUBLIC LIBRARY CENTRAL LIBRARY,14949 EAST ALAMEDA PARKWAY,AURORA,CO,80012,39.7104686,-104.815195,3037396600,CE
FSCS0007-004,MARTIN LUTHER KING JR. LIBRARY,9898 EAST COLFAX,AURORA,CO,80010,39.7395608,-104.8732773,3037391940,BR
FSCS0007-007,MISSION VIEJO LIBRARY,15324 EAST HAMPDEN CIRCLE,AURORA,CO,80013,39.650595,-104.809404,3036931440,BR
FSCS0007-011,TALLYNS REACH LIBRARY,23911 EAST ARAPAHOE ROAD,AURORA,CO,80016,39.5899357,-104.7087976,3036273050,BR
FSCS0007-012,HOFFMAN HEIGHTS LIBRARY,1298 PEORIA ST.,AURORA,CO,80011,39.7368731,-104.846621,3037391572,BR
FSCS0007-013,ILIFF SQUARE LIBRARY,2253 S PEORIA ST,AURORA,CO,80012,39.6760521,-104.8489402,3037391567,BR
FSCS0007-009,CHAMBERS PLAZA LIBRARY,1551 N. CHAMBERS RD.,AURORA,CO,80011,39.74131672,-104.8103962,3037391573,BR
FSCS0008,SPRINGFIELD LIBRARY,1260 MAIN STREET,SPRINGFIELD,CO,81073,37.4010904,-102.6164578,7195236962,CE
CO0008-004,TWO BUTTES LIBRARY,440 MAIN ST.,TWO BUTTES,CO,81084,37.5601268,-102.3970277,7193265270,BR
CO0008-005,WALSH PUBLIC LIBRARY,403 N. COLORADO,WALSH,CO,81090,37.3871052,-102.278272,7195236962,BR
FSCS0009,BASALT REGIONAL LIBRARY DISTRICT,14 MIDLAND AVE,BASALT,CO,81621,39.3664155,-107.0370869,9709274311,CE
FSCS0010,PINE RIVER PUBLIC LIBRARY DISTRICT/BAYFIELD,395 BAYFIELD CENTER DRIVE,BAYFIELD,CO,81122,37.233822,-107.5956087,9708842222,CE
FSCS0011,BERTHOUD COMMUNITY LIBRARY DISTRICT,236 WELCH AVENUE,BERTHOUD,CO,80513,40.3042375,-105.076972,9705322757,CE
FSCS0012-002,BOULDER PUBLIC LIBRARY,1001 ARAPAHOE AVENUE,BOULDER,CO,80302,40.0135237,-105.2816649,3034413100,CE
FSCS0012-003,CARNEGIE BRANCH FOR LOCAL HISTORY,1125 PINE STREET,BOULDER,CO,80302,40.019776,-105.2814311,3034413100,BR
FSCS0012-004,GEORGE REYNOLDS BRANCH,3595 TABLE MESA DRIVE,BOULDER,CO,80305,39.9842067,-105.2525074,3034413100,BR
FSCS0012-005,MEADOWS BRANCH LIBRARY,4800 BASELINE ROAD,BOULDER,CO,80303,39.998169,-105.234747,3034413100,BR
FSCS0012,NORTH BOULDER CORNER LIBRARY,4600 BROADWAY,BOULDER,CO,80304,40.058423,-105.2821125,3034413100,BR
FSCS0013,BROOMFIELD/EISENHOWER PUBLIC LIBRARY,3 COMMUNITY PARK ROAD,BROOMFIELD,CO,80020,39.9176232,-105.0687074,7208872300,CE
FSCS0014,EAST MORGAN COUNTY LIBRARY DISTRICT,500 CLAYTON STREET,BRUSH,CO,80723,40.258837,-103.6232675,9708424596,CE
FSCS0015,NORTHERN CHAFFEE COUNTY LIBRARY DISTRICT (BUENA VISTA),131 LINDERMAN AVENUE,BUENA VISTA,CO,81211,38.8411267,-106.1333859,7193958700,CE
FSCS0016,BURLINGTON PUBLIC LIBRARY,321 14TH STREET,BURLINGTON,CO,80807,39.303746,-102.2680575,7193468109,CE
FSCS0017-002,CANON CITY PUBLIC LIBRARY,516 MACON AVENUE,CANON CITY,CO,81212,38.4415595,-105.240732,7192699020,CE
FSCS0017-004,ROYAL GORGE REGIONAL MUSEUM & HISTORY CENTER,612 ROYAL GORGE BLVD.,CANON CITY,CO,81212,38.4405199,-105.2383456,7192699036,BR
FSCS0020,CONEJOS COUNTY LIBRARY DISTRICT,17703 HWY 285,LA JARA,CO,81140,37.2517127,-105.9673811,7192745858,CE
FSCS0020-01,ANTONITO BRANCH LIBRARY,118 MAIN STREET,ANTONITO,CO,81120,37.0729149,-106.0089156,7192745858,BR
FSCS0020-02,CAPULIN BRANCH LIBRARY,8047 STATE HWY 15,CAPULIN,CO,81124,37.283581,-106.1102664,7192740953,BR
FSCS0021,CORTEZ PUBLIC LIBRARY,202 NORTH PARK,CORTEZ,CO,81321,37.3515739,-108.5748902,9705658117,CE
FSCS0022-002,COSTILLA COUNTY PUBLIC LIBRARY,418 GASPER STREET,SAN LUIS,CO,81152,37.1974748,-105.4240394,7196723309,CE
FSCS0022-003,BLANCA/FORT GARLAND LIBRARY,17591 E HIGHWAY 160,BLANCA,CO,81123,37.4300259,-105.4578963,7193793945,BR
FSCS0024-002,CRAIG BRANCH LIBRARY,570 GREEN STREET,CRAIG,CO,81625,40.5149028,-107.5556348,9708245116,CE
FSCS0024-003,DINOSAUR BRANCH LIBRARY,200 7TH STREET,DINOSAUR,CO,81610,40.2381627,-109.0098548,9703742700,BR
FSCS0024-004,MAYBELL BRANCH LIBRARY,202 COLLOM ST.,MAYBELL,CO,81640,40.5180479,-108.0855312,9702729919,BR
FSCS0026,WEST CUSTER CO LIBRARY DISTRICT,209 MAIN STREET,WESTCLIFFE,CO,81252,38.1360793,-105.4680437,7197839138,CE
FSCS0034-002,DENVER PUBLIC LIBRARY,10 WEST 14TH AVENUE PARKWAY,DENVER,CO,80204,39.7379212,-104.9885139,3036406200,CE
FSCS0034-003,ATHMAR PARK BRANCH LIBRARY,1055 S. TEJON STREET,DENVER,CO,80223,39.697116,-105.0127475,3039350721,BR
FSCS0034-004,BEAR VALLEY BRANCH LIBRARY,5171 WEST DARTMOUTH AVENUE,DENVER,CO,80236,39.6561984,-105.0514225,3039350616,BR
FSCS0034-005,JOHN THUNDERBIRD MAN EMHOOLAH BRANCH LIBRARY,675 SANTA FE DRIVE,DENVER,CO,80204,39.727099,-104.9986375,3035341665,BR
FSCS0034-007,DECKER BRANCH LIBRARY,1501 SOUTH LOGAN STREET,DENVER,CO,80210,39.6884775,-104.9828286,3037337584,BR
FSCS0034-008,EUGENE FIELD BRANCH LIBRARY,810 SOUTH UNIVERSITY BOULEVARD,DENVER,CO,80209,39.701777,-104.9592924,3037772301,BR
FSCS0034-010,FORD WARREN BRANCH LIBRARY,2825 HIGH STREET,DENVER,CO,80205,39.757316,-104.9647375,3032940907,BR
FSCS0034-011,HADLEY BRANCH LIBRARY,1890 SOUTH GROVE STREET,DENVER,CO,80219,39.682633,-105.0261725,3039354267,BR
FSCS0034-012,HAMPDEN BRANCH LIBRARY,9755 EAST GIRARD AVENUE,DENVER,CO,80231,39.6543412,-104.8747524,3037503885,BR
FSCS0034-013,MONTBELLO BRANCH LIBRARY,12955 ALBROOK DRIVE,DENVER,CO,80239,39.779942,-104.8406944,3033730767,BR
FSCS0034-015,PARK HILL BRANCH LIBRARY,4705 MONTVIEW BOULEVARD,DENVER,CO,80207,39.7474014,-104.9325257,3033314063,BR
