STABR,FSCSKEY,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,ADDRES_M,CITY_M,ZIP_M,ZIP4_M,CNTY,PHONE,C_RELATN,C_LEGBAS,C_ADMIN,C_FSCS,GEOCODE,LSABOUND,STARTDAT,ENDDATE,POPU_LSA,F_POPLSA,POPU_UND,CENTLIB,F_CENLIB,BRANLIB,F_BRLIB,BKMOB,F_BKMOB,MASTER,F_MASTER,LIBRARIA,F_LIBRAR,OTHPAID,F_OTHSTF,TOTSTAFF,F_TOTSTF,LOCGVT,F_LOCGVT,STGVT,F_STGVT,FEDGVT,F_FEDGVT,OTHINCM,F_OTHINC,TOTINCM,F_TOTINC,SALARIES,F_SALX,BENEFIT,F_BENX,STAFFEXP,F_TOSTFX,PRMATEXP,F_PRMATX,ELMATEXP,F_ELMATX,OTHMATEX,F_OTMATX,TOTEXPCO,F_TOCOLX,OTHOPEXP,F_OTHOPX,TOTOPEXP,F_TOTOPX,LCAP_REV,F_LCAPRV,SCAP_REV,F_SCAPRV,FCAP_REV,F_FCAPRV,OCAP_REV,F_OCAPRV,CAP_REV,F_TCAPRV,CAPITAL,F_TCAPX,BKVOL,F_BKVOL,EBOOK,F_EBOOK,AUDIO_PH,F_AUD_PH,AUDIO_DL,F_AUD_DL,VIDEO_PH,F_VID_PH,VIDEO_DL,F_VID_DL,TOTPHYS,F_TOTPHY,OTHPHYS,F_OTHPHY,EC_LO_OT,F_EC_L_O,EC_ST,F_EC_ST,ELECCOLL,F_ELECOL,HRS_OPEN,F_HRS_OP,VISITS,F_VISITS,VISITRPT,REFERENC,F_REFER,REFERRPT,REGBOR,F_REGBOR,ODFINE,TOTCIR,F_TOTCIR,KIDCIRCL,F_KIDCIR,ELMATCIR,F_EMTCIR,PHYSCIR,F_PHYSCR,ELINFO,F_ELINFO,ELCONT,F_ELCONT,TOTCOLL,F_TOTCOL,OTHPHCIR,F_OTHPCR,LOANTO,F_LOANTO,LOANFM,F_LOANFM,TOTPRO,F_TOTPRO,K0_5PRO,K6_11PRO,YAPRO,F_YAPRO,ADULTPRO,GENPRO,ONPRO,OFFPRO,VIRPRO,TOTATTEN,F_TOTATT,K0_5ATTEN,K6_11ATTEN,YAATTEN,F_YAATT,ADULTATTEN,GENATTEN,ONATTEN,OFFATTEN,VIRATTEN,TOTPRES,TOTVIEWS,GPTERMS,F_GPTERM,PITUSR,F_PITUSR,PITUSRRPT,WIFISESS,F_WIFISS,WIFISRPT,WEBVISIT,YR_SUB,OBEREG,RSTATUS,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,LSAGEOID,LSAGEORATIO,LSAGEOTYPE,CNTYPOP,LOCALE_ADD,LOCALE_MOD,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,GEOSTATUS,GEOSCORE,GEOMTYPE
MI,MI0369,MI0369-002,WHITEFISH TOWNSHIP COMMUNITY LIBRARY,7247 NORTH M-123,PARADISE,49768,M,P.O. BOX 197,PARADISE,49768,M,CHIPPEWA,9064923500,ME,CI,SO,Y,CD1,N,07/01/2022,06/30/2023,474,R_23,474,1,R_23,0,R_23,0,R_23,0.38,R_23,0.38,R_23,0.5,R_23,0.88,R_23,42275,R_23,477,R_23,0,R_23,3738,R_23,46490,R_23,-9,H_23,-9,H_23,-9,H_23,3150,R_23,231,R_23,2552,R_23,5933,R_23,-9,H_23,31242,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,725,R_23,8727,R_23,11450,R_23,728,R_23,6910,R_23,1684,R_23,0,R_23,11146,R_23,7,R_23,0,R_23,0,R_23,0,R_23,1310,R_23,4089,R_23,CT,20,R_23,ES,689,R_23,N,3670,R_23,485,R_23,659,R_23,3011,R_23,0,R_23,659,R_23,3670,R_23,1056,R_23,0,R_23,57,R_23,48,R_23,0,40,0,R_23,0,8,48,0,0,382,R_23,0,302,0,R_23,0,80,382,0,0,0,0,5,R_23,340,R_23,CT,184,R_23,CT,3140,2024,03,1,00,00,00,-85.0388546,46.61116577,2603386,1,COUNTY SUBDIVISION,36264,43,43,26033970700,260339707001151,2601,42300,1,E,100,STREETADDRESS
MI,MI0370,MI0370-002,WHITE LAKE COMMUNITY LIBRARY,3900 WHITE LAKE DRIVE,WHITEHALL,49461,9257,NA,WHITEHALL,49461,M,MUSKEGON,2318949531,ME,LD,SO,Y,SU1,N,01/01/2022,12/31/2022,12381,R_23,12381,1,R_23,0,R_23,0,R_23,0,R_23,4.55,R_23,2.4,R_23,6.95,R_23,525014,R_23,10244,R_23,76093,R_23,33555,R_23,644906,R_23,251365,R_23,35586,R_23,286951,R_23,22131,R_23,13053,R_23,2011,R_23,37195,R_23,117435,R_23,441581,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,84572,R_23,42938,R_23,34769,R_23,2493,R_23,14744,R_23,3318,R_23,305,R_23,48901,R_23,152,R_23,5,R_23,0,R_23,5,R_23,2338,R_23,36687,R_23,CT,3200,R_23,ES,2665,R_23,N,83560,R_23,29873,R_23,14965,R_23,68595,R_23,3636,R_23,18601,R_23,87196,R_23,645,R_23,5965,R_23,6024,R_23,111,R_23,15,11,23,R_23,62,0,107,0,4,1254,R_23,242,333,138,R_23,541,0,1229,0,25,0,0,9,R_23,3052,R_23,CT,11922,R_23,CT,45898,2024,03,1,00,00,00,-86.34347089,43.38551974,2636300,1,SCHOOL DISTRICT (UNIFIED),176564,41,41,26121003702,261210037023029,2602,34740,0,E,100,POINTADDRESS
MI,MI0371,MI0371-002,WILLARD PUBLIC LIBRARY,7 WEST VAN BUREN STREET,BATTLE CREEK,49017,3009,7 W VAN BUREN STREET,BATTLE CREEK,49017,3009,CALHOUN,2699688166,ME,LD,MO,Y,MD2,N,07/01/2022,06/30/2023,90179,R_23,90179,1,R_23,1,R_23,0,R_23,8,R_23,19,R_23,18.65,R_23,37.65,R_23,5184125,R_23,128076,R_23,0,R_23,782994,R_23,6095195,R_23,2311363,R_23,1196245,R_23,3507608,R_23,485212,R_23,251331,R_23,124843,R_23,861386,R_23,1099617,R_23,5468611,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,301872,R_23,143388,R_23,107972,R_23,13475,R_23,66933,R_23,21500,R_23,4410,R_23,178408,R_23,45,R_23,6,R_23,0,R_23,6,R_23,6346,R_23,195828,R_23,CT,17328,R_23,ES,23144,R_23,Y,649000,R_23,114544,R_23,180699,R_23,468301,R_23,305205,R_23,485904,R_23,954205,R_23,183,R_23,0,R_23,0,R_23,797,R_23,169,120,35,R_23,458,15,754,27,16,22486,R_23,5933,11298,1038,R_23,2989,1228,18717,3476,293,29,2586,96,R_23,29218,R_23,CT,89067,R_23,CT,122000,2024,03,1,00,00,00,-85.18056933,42.32132662,M,-1,MULTI-COUNTY SUBDIVISION,133366,13,13,26025000300,260250003001054,2604,12980,0,E,99.9,POINTADDRESS
MI,MI0372,MI0372-002,AITKIN MEMORIAL DISTRICT LIBRARY,111 NORTH HOWARD AVENUE,CROSWELL,48422,1225,111 N. HOWARD AVE.,CROSWELL,48422,1225,SANILAC,8106793627,ME,LD,SO,Y,MD2,N,07/01/2022,06/30/2023,7173,R_23,7173,1,R_23,0,R_23,0,R_23,1,R_23,1.73,R_23,1.28,R_23,3.01,R_23,294411,R_23,7161,R_23,0,R_23,16481,R_23,318053,R_23,117242,R_23,20056,R_23,137298,R_23,30638,R_23,12574,R_23,0,R_23,43212,R_23,77150,R_23,257660,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,116944,R_23,24478,R_23,24162,R_23,605,R_23,8892,R_23,1748,R_23,41870,R_23,26831,R_23,0,R_23,2,R_23,0,R_23,2,R_23,2353,R_23,14976,R_23,ES,1177,R_23,ES,1460,R_23,Y,13998,R_23,2961,R_23,3913,R_23,10085,R_23,2604,R_23,6517,R_23,16602,R_23,9,R_23,702,R_23,1355,R_23,138,R_23,38,0,11,R_23,0,89,138,0,0,1316,R_23,366,0,148,R_23,0,802,1316,0,0,0,0,10,R_23,2570,R_23,CT,5576,R_23,ES,8883,2024,03,1,00,00,00,-82.62126517,43.27642215,M,-1,MULTI-COUNTY SUBDIVISION,40368,42,42,26151970800,261519708003013,2609,-4,N,E,100,POINTADDRESS
MI,MI0373,MI0373-002,DOROTHY HULL LIBRARY - WINDSOR TOWNSHIP,405 WEST JEFFERSON STREET,DIMONDALE,48821,9551,405 W. JEFFERSON,DIMONDALE,48821,9551,EATON,5176460633,ME,CI,SO,Y,CD1,N,01/01/2022,12/31/2022,7140,R_23,7140,1,R_23,0,R_23,0,R_23,1.68,R_23,1.68,R_23,0.25,R_23,1.93,R_23,99910,R_23,7017,R_23,0,R_23,18361,R_23,125288,R_23,-9,H_23,-9,H_23,-9,H_23,10058,R_23,1119,R_23,605,R_23,11782,R_23,-9,H_23,139868,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,10610,R_23,12787,R_23,14089,R_23,587,R_23,6421,R_23,625,R_23,0,R_23,14010,R_23,11,R_23,3,R_23,0,R_23,3,R_23,1664,R_23,7005,R_23,CT,2504,R_23,CT,1693,R_23,N,16660,R_23,4920,R_23,3231,R_23,13429,R_23,570,R_23,3801,R_23,17230,R_23,18,R_23,510,R_23,1943,R_23,109,R_23,4,29,3,R_23,26,47,99,1,9,837,R_23,104,160,18,R_23,271,284,786,25,26,0,0,5,R_23,340,R_23,CT,6441,R_23,CT,9000,2024,03,1,00,00,00,-84.65497748,42.64651751,2604587,1,COUNTY SUBDIVISION,108820,21,21,26045021402,260450214024006,2607,29620,0,E,100,POINTADDRESS
MI,MI0374,MI0374-002,WIXOM PUBLIC LIBRARY,49015 PONTIAC TRAIL,WIXOM,48393,2567,49015 PONTIAC TRAIL,WIXOM,48393,2567,OAKLAND,2486242512,ME,CI,SO,Y,CD1,N,07/01/2022,06/30/2023,17193,R_23,17193,1,R_23,0,R_23,0,R_23,6.1,R_23,6.1,R_23,4.5,R_23,10.6,R_23,897137,R_23,17435,R_23,0,R_23,150119,R_23,1064691,R_23,429744,R_23,119911,R_23,549655,R_23,65657,R_23,40131,R_23,15273,R_23,121061,R_23,321888,R_23,992604,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,49920,R_23,78851,R_23,4198,R_23,37175,R_23,5848,R_23,0,R_23,60071,R_23,105,R_23,11,R_23,0,R_23,11,R_23,2705,R_23,22810,R_23,CT,8221,R_23,CT,5657,R_23,N,144692,R_23,59997,R_23,22176,R_23,122516,R_23,1823,R_23,23999,R_23,146515,R_23,305,R_23,22062,R_23,20509,R_23,329,R_23,122,79,44,R_23,84,0,307,11,11,5581,R_23,2419,2223,212,R_23,727,0,4949,520,112,0,0,26,R_23,6405,R_23,CT,6276,R_23,CT,49737,2024,03,1,00,00,00,-83.53184881,42.52443249,2612588,1,COUNTY SUBDIVISION,1270426,21,21,26125133102,261251331023007,2611,19820,0,E,100,POINTADDRESS
MI,MI0375,MI0375-002,WOLVERINE COMMUNITY LIBRARY,5716 WEST MAIN STREET,WOLVERINE,49799,9242,P.O. BOX 310,WOLVERINE,49799,M,CHEBOYGAN,2315258800,ME,LD,SO,Y,MD1,N,07/01/2022,06/30/2023,2874,R_23,2874,1,R_23,0,R_23,0,R_23,0,R_23,0.88,R_23,0.35,R_23,1.23,R_23,89793,R_23,2869,R_23,0,R_23,3818,R_23,96480,R_23,-9,H_23,-9,H_23,-9,H_23,14076,R_23,1093,R_23,1814,R_23,16983,R_23,-9,H_23,88488,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,8929,R_23,34305,R_23,0,R_23,445,R_23,0,R_23,1341,R_23,0,R_23,36219,R_23,128,R_23,0,R_23,0,R_23,0,R_23,1820,R_23,6516,R_23,CT,848,R_23,CT,522,R_23,N,7203,R_23,2585,R_23,0,R_23,7203,R_23,0,R_23,0,R_23,7203,R_23,825,R_23,4,R_23,61,R_23,20,R_23,9,9,0,R_23,2,0,20,0,0,644,R_23,286,316,0,R_23,42,0,644,0,0,0,0,4,R_23,905,R_23,CT,0,R_23,CT,0,2024,03,1,00,00,00,-84.60445053,45.27316281,M,-1,MULTI-COUNTY SUBDIVISION,26048,43,43,26031960800,260319608003020,2601,-4,N,E,99.04,POINTADDRESS
MI,MI0376,MI0376-002,GEORGE W. SPINDLER MEMORIAL LIBRARY,186 NORTH MAIN STREET,WOODLAND,48897,9725,P.O. BOX 68,WOODLAND,48897,M,BARRY,2693674694,ME,CI,SO,Y,CD1,N,04/01/2022,03/31/2023,1994,R_23,1994,1,R_23,0,R_23,0,R_23,0,R_23,0.5,R_23,0.08,R_23,0.58,R_23,39618,R_23,0,R_23,0,R_23,2320,R_23,41938,R_23,-9,H_23,-9,H_23,-9,H_23,2377,R_23,656,R_23,1248,R_23,4281,R_23,-9,H_23,34875,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,3047,R_23,12689,R_23,0,R_23,184,R_23,0,R_23,735,R_23,0,R_23,13610,R_23,2,R_23,0,R_23,0,R_23,0,R_23,1040,R_23,1767,R_23,CT,997,IQ23,ES,387,R_23,N,4418,R_23,3188,R_23,0,R_23,4418,R_23,0,R_23,0,R_23,4418,R_23,0,R_23,259,R_23,180,R_23,81,R_23,49,12,12,R_23,6,2,81,0,0,543,R_23,302,124,100,R_23,12,5,543,0,0,0,0,1,R_23,136,R_23,ES,1500,R_23,ES,900,2024,03,2,00,00,00,-85.13414608,42.72895336,2601588,1,COUNTY SUBDIVISION,63808,42,42,26015010100,260150101002018,2602,-4,N,E,100,POINTADDRESS
MI,MI0377,MI0377-002,YPSILANTI DISTRICT LIBRARY,5577 WHITTAKER ROAD,YPSILANTI,48197,9752,5577 WHITTAKER ROAD,YPSILANTI,48197,9752,WASHTENAW,7344824110,ME,LD,MO,Y,MD2,N,12/01/2021,11/30/2022,88021,R_23,88021,1,R_23,2,R_23,1,R_23,21,R_23,21,R_23,34.5,R_23,55.5,R_23,6053960,R_23,89260,R_23,45554,R_23,123336,R_23,6312110,R_23,2779262,R_23,850874,R_23,3630136,R_23,232570,R_23,346050,R_23,23650,R_23,602270,R_23,1854160,R_23,6086566,R_23,0,R_23,0,R_23,0,R_23,86970,R_23,86970,R_23,1547717,R_23,198525,R_23,79755,R_23,14585,R_23,97283,R_23,25931,R_23,19680,R_23,239740,R_23,699,R_23,12,R_23,0,R_23,12,R_23,9284,R_23,225971,R_23,CT,76337,R_23,CT,48271,R_23,N,688169,R_23,272029,R_23,196728,R_23,491441,R_23,103231,R_23,299959,R_23,791400,R_23,1867,R_23,10562,R_23,11390,R_23,2306,R_23,494,539,209,R_23,1057,7,2238,42,26,40434,R_23,11063,16637,1815,R_23,10052,867,37656,2361,417,0,0,129,R_23,36553,R_23,CT,68426,R_23,CT,1002463,2024,03,1,00,00,00,-83.61571964,42.20764856,M,-1,MULTI-COUNTY SUBDIVISION,365536,21,21,26161412700,261614127001000,2606,11460,0,E,100,POINTADDRESS
MI,MI0378,MI0378-002,HOWARD MILLER LIBRARY,14 SOUTH CHURCH STREET,ZEELAND,49464,M,PO BOX 57,ZEELAND,49464,M,OTTAWA,6167720874,ME,CI,SO,Y,MD2,N,07/01/2022,06/30/2023,25071,R_23,25071,1,R_23,0,R_23,0,R_23,1.55,R_23,9.4,R_23,0.17,R_23,9.57,R_23,837659,R_23,25028,R_23,0,R_23,58857,R_23,921544,R_23,404554,R_23,109216,R_23,513770,R_23,73452,R_23,55619,R_23,6759,R_23,135830,R_23,292722,R_23,942322,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,7090,R_23,61435,R_23,62081,R_23,4882,R_23,18803,R_23,5874,R_23,498,R_23,72280,R_23,89,R_23,3,R_23,0,R_23,3,R_23,2876,R_23,98069,R_23,CT,12922,R_23,ES,9292,R_23,N,376554,R_23,205475,R_23,48876,R_23,327678,R_23,4262,R_23,53138,R_23,380816,R_23,682,R_23,11449,R_23,14005,R_23,125,R_23,53,39,12,R_23,14,7,111,14,0,6740,R_23,2225,1996,132,R_23,375,2012,4134,2606,0,0,0,10,R_23,3265,R_23,CT,10074,R_23,CT,26894,2024,03,1,00,00,00,-86.01410157,42.81199806,M,-1,MULTI-COUNTY SUBDIVISION,303372,23,23,26139022900,261390229004014,2604,24340,0,E,100,STREETADDRESS
MI,MI0379,MI0379-002,NORTHFIELD TOWNSHIP AREA LIBRARY,125 BARKER ROAD,WHITMORE LAKE,48189,9507,125 BARKER RD,WHITMORE LAKE,48189,9507,WASHTENAW,7344490066,ME,CI,SO,Y,CD1,N,07/01/2022,06/30/2023,8697,R_23,8697,1,R_23,0,R_23,0,R_23,0,R_23,0,R_23,7.85,R_23,7.85,R_23,626455,R_23,8682,R_23,0,R_23,26469,R_23,661606,R_23,294913,R_23,103634,R_23,398547,R_23,14240,R_23,20977,R_23,3477,R_23,38694,R_23,80451,R_23,517692,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,26113,R_23,19136,R_23,865140,R_23,1021,R_23,224954,R_23,3164,R_23,28726,R_23,24023,R_23,702,R_23,4,R_23,0,R_23,4,R_23,2548,R_23,18170,R_23,CT,2639,R_23,CT,8930,R_23,N,71643,R_23,35068,R_23,6964,R_23,64679,R_23,12804,R_23,19768,R_23,84447,R_23,3069,R_23,2191,R_23,3009,R_23,428,R_23,101,80,67,R_23,174,6,410,18,0,6829,R_23,1664,1438,637,R_23,1526,1564,6613,216,0,48,3256,12,R_23,680,R_23,ES,24000,R_23,ES,15721,2024,03,1,00,00,00,-83.76466782,42.42261442,2616158,1.017,COUNTY SUBDIVISION,365536,22,22,26161465002,261614650022013,2606,11460,0,E,100,POINTADDRESS
MI,MI0380,MI0380-002,REESE UNITY DISTRICT LIBRARY,2065 GATES STREET,REESE,48757,9580,P.O. BOX 413,REESE,48757,M,TUSCOLA,9898684120,ME,LD,SO,Y,MD2,N,01/01/2022,12/31/2022,5134,R_23,5134,1,R_23,0,R_23,0,R_23,0.88,R_23,0.88,R_23,2.63,R_23,3.51,R_23,279110,R_23,11020,R_23,0,R_23,4775,R_23,294905,R_23,109568,R_23,0,R_23,109568,R_23,25596,R_23,983,R_23,1701,R_23,28280,R_23,187502,R_23,325350,R_23,19571,R_23,11020,R_23,0,R_23,3940,R_23,34531,R_23,30628,R_23,23583,R_23,24182,R_23,654,R_23,7194,R_23,1574,R_23,0,R_23,26113,R_23,302,R_23,1,R_23,0,R_23,1,R_23,2808,R_23,6606,R_23,ES,2154,IQ23,CT,2080,R_23,Y,20939,R_23,8892,R_23,1696,R_23,19243,R_23,2038,R_23,3734,R_23,22977,R_23,572,R_23,1260,R_23,1873,R_23,99,R_23,39,27,11,R_23,22,0,72,27,0,1265,R_23,411,462,71,R_23,321,0,967,298,0,0,0,6,R_23,681,R_23,CT,227,R_23,ES,2399,2024,03,2,00,00,00,-83.69641599,43.44929475,M,-1,MULTI-COUNTY SUBDIVISION,52826,42,42,26157000800,261570008004022,2609,-4,N,E,100,POINTADDRESS
MI,MI0397,MI0397-002,CLINTON-MACOMB PUBLIC LIBRARY,40900 ROMEO PLANK ROAD,CLINTON TOWNSHIP,48038,2955,40900 ROMEO PLANK ROAD,CLINTON TOWNSHIP,48038,2955,MACOMB,5862265000,ME,LD,MO,Y,MD2,N,12/01/2021,11/30/2022,184879,R_23,184879,1,R_23,2,R_23,0,R_23,25.53,R_23,25.53,R_23,34.2,R_23,59.73,R_23,8899111,R_23,181704,R_23,0,R_23,49498,R_23,9130313,R_23,3034817,R_23,656889,R_23,3691706,R_23,397000,R_23,392889,R_23,233175,R_23,1023064,R_23,1894789,R_23,6609559,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,744920,R_23,274804,R_23,29699,R_23,37642,R_23,9900,R_23,45901,R_23,154,R_23,365814,R_23,7467,R_23,0,R_23,0,R_23,0,R_23,10608,R_23,351327,R_23,CT,100445,IQ23,ES,157867,R_23,Y,1431932,R_23,635460,R_23,178901,R_23,1253031,R_23,40012,R_23,218913,R_23,1471944,R_23,21631,R_23,18306,R_23,8590,R_23,1416,R_23,436,331,167,R_23,482,0,886,131,399,51551,R_23,17844,23654,1704,R_23,8349,0,18978,8803,23770,0,0,107,R_23,38389,R_23,CT,65964,R_23,CT,1290036,2024,03,2,00,00,00,-82.93216253,42.59877147,M,-1,MULTI-COUNTY SUBDIVISION,875101,21,21,26099240602,260992406021007,2610,19820,0,E,100,POINTADDRESS
MI,MI0401,MI0401-002,MASON COUNTY DISTRICT LIBRARY,217 EAST LUDINGTON AVENUE,LUDINGTON,49431,2118,P.O. BOX 549,LUDINGTON,49431,M,MASON,2318438465,ME,LD,MO,Y,CO1,N,01/01/2022,12/31/2022,28990,R_23,28990,1,R_23,1,R_23,0,R_23,1.88,R_23,8.73,R_23,5.85,R_23,14.58,R_23,1164363,R_23,28492,R_23,15864,R_23,87823,R_23,1296542,R_23,551599,R_23,239117,R_23,790716,R_23,79451,R_23,28133,R_23,11509,R_23,119093,R_23,276253,R_23,1186062,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,49234,R_23,29525,R_23,1439,R_23,6342,R_23,6883,R_23,1514,R_23,58170,R_23,614,R_23,6,R_23,0,R_23,6,R_23,5200,R_23,95753,R_23,CT,360,R_23,ES,13290,R_23,N,178627,R_23,49962,R_23,37054,R_23,141573,R_23,2524,R_23,39578,R_23,181151,R_23,90,R_23,5455,R_23,7171,R_23,410,R_23,15,282,69,R_23,35,9,391,19,0,4705,R_23,115,3100,278,R_23,589,623,4159,335,211,49,1930,21,R_23,8745,R_23,CT,60711,R_23,CT,82982,2024,03,1,00,00,00,-86.44531302,43.95561748,26105,0.998,COUNTY,29159,33,33,26105950400,261059504003019,2602,31220,1,E,100,POINTADDRESS
MI,MI0402,MI0402-002,REDFORD TOWNSHIP DISTRICT LIBRARY,25320 WEST SIX MILE ROAD,REDFORD,48240,2105,25320 W. SIX MILE ROAD,REDFORD,48240,2105,WAYNE,3135315960,ME,LD,SO,Y,CD1,N,04/01/2022,03/31/2023,49504,R_23,49504,1,R_23,0,R_23,0,R_23,9.1,R_23,10.98,R_23,11.4,R_23,22.38,R_23,2958295,R_23,48654,R_23,0,R_23,109152,R_23,3116101,R_23,1028355,R_23,356615,R_23,1384970,R_23,93485,R_23,80306,R_23,29500,R_23,203291,R_23,513652,R_23,2101913,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,801522,R_23,68681,R_23,102587,R_23,7203,R_23,49438,R_23,8520,R_23,2925,R_23,84654,R_23,250,R_23,11,R_23,0,R_23,11,R_23,2958,R_23,95496,R_23,CT,13286,R_23,CT,14556,R_23,N,208481,R_23,62135,R_23,41436,R_23,167045,R_23,38529,R_23,79965,R_23,247010,R_23,265,R_23,27805,R_23,23291,R_23,288,R_23,80,81,42,R_23,85,0,262,26,0,5628,R_23,1322,2859,473,R_23,974,0,4962,666,0,0,0,33,R_23,15285,R_23,CT,93407,R_23,CT,66224,2024,03,1,00,00,00,-83.28968934,42.41420276,2616367,1,COUNTY SUBDIVISION,1751169,21,21,26163554400,261635544001001,2612,19820,0,E,100,POINTADDRESS
MI,MI0403,MI0403-002,WAYNE PUBLIC LIBRARY,3737 SOUTH WAYNE ROAD,WAYNE,48184,1697,3737 S. WAYNE ROAD,WAYNE,48184,1697,WAYNE,7347217832,ME,CI,SO,Y,CD1,N,07/01/2022,06/30/2023,17713,R_23,17713,1,R_23,0,R_23,0,R_23,3.63,R_23,3.63,R_23,6.55,R_23,10.18,R_23,853683,R_23,17962,R_23,5095,R_23,17246,R_23,893986,R_23,386409,R_23,90176,R_23,476585,R_23,46789,R_23,12749,R_23,12332,R_23,71870,R_23,232615,R_23,781070,R_23,0,R_23,0,R_23,748,R_23,0,R_23,748,R_23,0,R_23,53512,R_23,79170,R_23,4506,R_23,38762,R_23,7075,R_23,193,R_23,65120,R_23,27,R_23,0,R_23,0,R_23,0,R_23,2420,R_23,46695,R_23,CT,10270,R_23,CT,3840,R_23,N,48524,R_23,10428,R_23,8169,R_23,40355,R_23,366,R_23,8535,R_23,48890,R_23,246,R_23,17376,R_23,4686,R_23,117,R_23,38,21,10,R_23,33,15,117,0,0,1242,R_23,379,437,28,R_23,235,163,1212,0,30,0,0,25,R_23,11401,R_23,CT,3280,R_23,CT,35447,2024,03,1,00,00,00,-83.38373253,42.2811509,2616384,1,COUNTY SUBDIVISION,1751169,21,21,26163566500,261635665001002,2613,19820,0,E,100,POINTADDRESS
MI,MI0405,MI0405-002,ADDISON TOWNSHIP PUBLIC LIBRARY,1400 ROCHESTER ROAD,LEONARD,48367,3555,1400 ROCHESTER RD,LEONARD,48367,3555,OAKLAND,2486287180,ME,CI,SO,Y,CD1,N,01/01/2022,12/31/2022,6256,R_23,6256,1,R_23,0,R_23,0,R_23,1.18,R_23,1.18,R_23,2.4,R_23,3.58,R_23,301543,R_23,6149,R_23,0,R_23,7115,R_23,314807,R_23,127328,R_23,0,R_23,127328,R_23,11480,R_23,2000,R_23,1280,R_23,14760,R_23,114815,R_23,256903,R_23,128000,R_23,0,R_23,0,R_23,102828,R_23,230828,R_23,47870,R_23,26000,R_23,20000,R_23,1100,R_23,2500,R_23,2500,R_23,250,R_23,29600,R_23,0,R_23,1,R_23,0,R_23,1,R_23,2496,R_23,10850,R_23,ES,2000,R_23,ES,1561,R_23,Y,21806,R_23,5664,R_23,8366,R_23,13440,R_23,0,R_23,8366,R_23,21806,R_23,0,R_23,13255,R_23,3964,R_23,140,R_23,37,37,6,R_23,12,48,140,0,0,1174,R_23,326,326,22,R_23,250,250,1174,0,0,0,0,4,R_23,398,R_23,ES,800,R_23,ES,2100,2024,03,1,00,00,00,-83.14710562,42.82132135,2612500,1,COUNTY SUBDIVISION,1270426,41,41,26125120000,261251200002014,2609,19820,0,E,100,POINTADDRESS
MI,MI0406,MI0406-002,ADRIAN DISTRICT LIBRARY,143 EAST MAUMEE STREET,ADRIAN,49221,2703,143 E. MAUMEE ST.,ADRIAN,49221,2703,LENAWEE,5172652265,ME,CI,SO,Y,CD1,N,07/01/2022,06/30/2023,20645,R_23,20645,1,R_23,0,R_23,0,R_23,3,R_23,3,R_23,7,R_23,10,R_23,1050235,R_23,20610,R_23,0,R_23,63538,R_23,1134383,R_23,457483,R_23,142561,R_23,600044,R_23,49399,R_23,78227,R_23,8163,R_23,135789,R_23,308058,R_23,1043891,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,30624,R_23,42733,R_23,32498,R_23,2003,R_23,11832,R_23,3787,R_23,601,R_23,48741,R_23,218,R_23,16,R_23,0,R_23,16,R_23,2917,R_23,94971,R_23,ES,2747,R_23,CT,3383,R_23,N,86838,R_23,35946,R_23,8048,R_23,78790,R_23,47535,R_23,55583,R_23,134373,R_23,11761,R_23,1626,R_23,1742,R_23,347,R_23,86,119,43,R_23,90,9,258,86,3,6699,R_23,1746,3404,219,R_23,999,331,4309,2288,102,0,0,40,R_23,8611,R_23,CT,20000,R_23,ES,23000,2024,03,1,00,00,00,-84.03542326,41.89855427,2609100,1,COUNTY SUBDIVISION,97520,32,32,26091061302,260910613022004,2605,10300,1,E,100,STREETADDRESS
